id,url,media,scope,title,system,purpose,started,duration,language,direction,isPrivate,scheduled,customData,meetingUrl,workspaceId,primaryUserId,clientUniqueId,sdrDisposition,calendarEventId,_airbyte_raw_id,_airbyte_extracted_at,_airbyte_generation_id,_airbyte_meta
1075145290723144452,https://us-40286.app.gong.io/call?id=1075145290723144452,Video,External,Pre-Proposal Discussion: GreyScout & CIENCE,Zoom,,2024-11-26 14:01:21+00:00,3264,eng,Conference,false,2024-11-26 14:00:00+00:00,,https://us02web.zoom.us/j/6823668109?omn=82632734928,744453200303192064,2521453487679515734,,,ld11v5k55ughrqsqp2pkblkd7o@google.com,7ecfe7a1-2f1a-4759-adf9-b234fa9246da,2025-03-31 06:22:36+00:00,31,"{""changes"":[],""sync_id"":10}"
107665121743102609,https://us-40286.app.gong.io/call?id=107665121743102609,Video,External,CIENCE <> Dynatech,Zoom,,2024-12-16 15:00:44+00:00,330,eng,Conference,false,2024-12-16 15:00:00+00:00,,https://us02web.zoom.us/j/83607895280?pwd=UHsFWcMsbIihCSvqwpGBxA11AR6aYa.1,744453200303192064,3698924585229465221,,,6ihoga06cg00a2mj5s18skf790_R20241209T150000@google.com_2024-12-16T15:00:00Z,558616b8-25b4-4841-846e-1e17255f3dd5,2025-03-31 06:22:36+00:00,31,"{""changes"":[],""sync_id"":10}"
1077202836756876178,https://us-40286.app.gong.io/call?id=1077202836756876178,Video,External,CINECE <> CBTW SDR Knowledge Share,Zoom,,2024-10-16 17:00:11+00:00,2844,eng,Conference,false,2024-10-16 17:00:00+00:00,,https://us02web.zoom.us/j/85780053987?pwd=gRaqgTjo0ShcDuyyZW3ZThZRhLYMX6.1,744453200303192064,3698924585229465221,,,6066qunltkpsqdc9u35npo6eno@google.com,37303440-38e5-4ed8-b0af-b5d2b0341276,2025-03-31 06:22:35+00:00,31,"{""changes"":[],""sync_id"":10}"
1077718937234372482,https://us-40286.app.gong.io/call?id=1077718937234372482,Video,External,Brian Owens and Guirae Jang,Zoom,,2025-02-20 16:30:56+00:00,1964,eng,Conference,false,2025-02-20 16:30:00+00:00,,https://us02web.zoom.us/j/89579584154,744453200303192064,7032369766157375387,,,jonc68lee2gmuoraijcnu7am5c@google.com,2ecaf522-391d-4002-be32-c618150a6416,2025-03-31 06:22:37+00:00,31,"{""changes"":[],""sync_id"":10}"
1078962148006117524,https://us-40286.app.gong.io/call?id=1078962148006117524,Video,External,"Discovery: Sutherland Global Services, Inc. & CIENCE",Zoom,,2024-09-20 15:30:35+00:00,1528,eng,Conference,false,2024-09-20 15:30:00+00:00,,https://us02web.zoom.us/j/86977273026,744453200303192064,7273330574278209449,,,uZrVrMKrYNgucnN1p61q38@Schedule,f5072ad8-c41b-4a26-8209-3add7191a510,2025-03-31 06:22:35+00:00,31,"{""changes"":[],""sync_id"":10}"
1082360550237635834,https://us-40286.app.gong.io/call?id=1082360550237635834,Video,External,Armis | CIENCE - bi-weekly,Zoom,,2024-11-05 16:35:08+00:00,1324,eng,Conference,false,2024-11-05 16:30:00+00:00,,https://us02web.zoom.us/j/84247394529,744453200303192064,4690363368103944147,,,531evhf73pci82gqgg8abc34h8@google.com_2024-11-05T16:30:00Z,9c552666-abb5-4ebf-a728-b9ba49d79c02,2025-03-31 06:22:35+00:00,31,"{""changes"":[],""sync_id"":10}"
1092505341123640925,https://us-40286.app.gong.io/call?id=1092505341123640925,Video,External,CIENCE <> Dynatech,Zoom,,2024-11-21 15:31:12+00:00,1468,eng,Conference,false,2024-11-21 15:30:00+00:00,,https://us02web.zoom.us/j/84234333192?pwd=2SVMz3NEIeIjkJ8SOQXzyUvvIHGfog.1,744453200303192064,3698924585229465221,,,15od1e80irfv546tnakgkq1fkd@google.com,18f70c3b-9629-4e75-abe2-b294d690f643,2025-03-31 06:22:36+00:00,31,"{""changes"":[],""sync_id"":10}"
1105918394594424394,https://us-40286.app.gong.io/call?id=1105918394594424394,Video,External,Discovery: Evernorth & CIENCE,Zoom,,2024-09-25 15:31:13+00:00,1555,eng,Conference,false,2024-09-25 15:30:00+00:00,,https://us02web.zoom.us/j/88405864835,744453200303192064,7273330574278209449,,,8ZyHrRYEyzZ4qywffeqFLT@Schedule,a5379504-5e75-45ef-a427-c3e4031d33f7,2025-03-31 06:22:35+00:00,31,"{""changes"":[],""sync_id"":10}"
1106442932718904254,https://us-40286.app.gong.io/call?id=1106442932718904254,Video,External,Scott Huston and Guirae Jang,Zoom,,2025-02-12 21:30:30+00:00,2044,eng,Conference,false,2025-02-12 21:30:00+00:00,,https://us02web.zoom.us/j/82011993596,744453200303192064,7032369766157375387,,,m6hf74as3lio6hl80jooh4kv5g@google.com,d5617a7d-353d-49d3-80de-dddfd59682f8,2025-03-31 06:22:37+00:00,31,"{""changes"":[],""sync_id"":10}"
1107451388041669756,https://us-40286.app.gong.io/call?id=1107451388041669756,Video,External,Discovery: Cytek Biosciences & CIENCE,Zoom,,2024-10-25 16:31:49+00:00,879,eng,Conference,false,2024-10-25 16:30:00+00:00,,https://us02web.zoom.us/j/81879537241,744453200303192064,7167065801904145986,,,nEgnW3GaNUqyhJ9bgPSB11@Schedule,fc22e782-f1c3-4998-a09c-a24a4cff4b3f,2025-03-31 06:22:35+00:00,31,"{""changes"":[],""sync_id"":10}"
1109539649358614469,https://us-40286.app.gong.io/call?id=1109539649358614469,Video,External,Discovery: Orbit Interactive & CIENCE,Zoom,,2024-12-16 14:11:40+00:00,986,eng,Conference,false,2024-12-16 14:00:00+00:00,,https://us02web.zoom.us/j/84903468084,744453200303192064,2521453487679515734,,,7Ew4A4NiCYBRuFRdcY8iwV@Schedule,26de8d52-7609-4e60-85ce-4df621095d49,2025-03-31 06:22:36+00:00,31,"{""changes"":[],""sync_id"":10}"
1116122984767676535,https://us-40286.app.gong.io/call?id=1116122984767676535,Video,External,TREUCxO - CIENCE quick sync,Zoom,,2024-09-03 18:00:40+00:00,1576,eng,Conference,false,2024-09-03 18:00:00+00:00,,https://us02web.zoom.us/j/85975460227,744453200303192064,4690363368103944147,,,66dgds6cnjmsh9lr2jbm02lshq@google.com,5a64046d-1bca-42c1-83cf-c0625bbd740f,2025-03-31 06:22:34+00:00,31,"{""changes"":[],""sync_id"":10}"
1116842103697472216,https://us-40286.app.gong.io/call?id=1116842103697472216,Video,External,Andrew @Alchemy <> James @Cience,Zoom,,2025-02-27 17:31:32+00:00,1810,eng,Conference,false,2025-02-27 17:30:00+00:00,,https://us02web.zoom.us/j/83805038014?pwd=L9rXkznjETlfcesZfuEriHxCaRBirU.1,744453200303192064,6878489804409404210,,,59t3jhoahv63il66mpp55h9st6@google.com,73f19220-d146-48c9-8aa7-09269e680405,2025-03-31 06:22:37+00:00,31,"{""changes"":[],""sync_id"":10}"
1119194716882368303,https://us-40286.app.gong.io/call?id=1119194716882368303,Video,External,Discovery: NextRow Digital & CIENCE,Zoom,,2024-12-16 17:22:12+00:00,1139,eng,Conference,false,2024-12-16 17:00:00+00:00,,https://us02web.zoom.us/j/84821059204,744453200303192064,7167065801904145986,,,s2YeAZnVdWMSq9r9FErH2V@Schedule,d5970ce5-0210-4762-a2a1-00ae5709a96d,2025-03-31 06:22:36+00:00,31,"{""changes"":[],""sync_id"":10}"
1127425522367402452,https://us-40286.app.gong.io/call?id=1127425522367402452,Video,External,ISB Global Services | CIENCE - campaign review,Zoom,,2024-12-04 17:02:06+00:00,689,eng,Conference,false,2024-12-04 17:00:00+00:00,,https://us02web.zoom.us/j/89021343777,744453200303192064,4690363368103944147,,,29csfcal90f1ue3ki2vubsaki7@google.com,371497a4-c77e-47a3-8cd7-d825e5c47705,2025-03-31 06:22:36+00:00,31,"{""changes"":[],""sync_id"":10}"
113123315820110190,https://us-40286.app.gong.io/call?id=113123315820110190,Video,External,Trust Digital <> CIENCE ICP Messaging Workshop,Zoom,,2024-09-17 14:29:12+00:00,1626,eng,Conference,false,2024-09-17 14:30:00+00:00,,https://us02web.zoom.us/j/81912159320?pwd=sXkbXubBHiD3k5U78QY2pPmd6hmesy.1,744453200303192064,3698924585229465221,,,76osjsosugtpdfq58u7752uprd@google.com,15563bf5-0f15-4312-b0d1-a8e8fd4636f7,2025-03-31 06:22:35+00:00,31,"{""changes"":[],""sync_id"":10}"
113145131764618409,https://us-40286.app.gong.io/call?id=113145131764618409,Video,External,Discovery: Churney & CIENCE,Zoom,,2025-01-09 13:59:36+00:00,1214,eng,Conference,false,2025-01-09 14:00:00+00:00,,https://us02web.zoom.us/j/86561259527,744453200303192064,7167065801904145986,,,39TmipL4gKsY8fTWUmtMuv@Schedule,2e7cb56d-f097-4249-8588-67a7e6b4e756,2025-03-31 06:22:36+00:00,31,"{""changes"":[],""sync_id"":10}"
1138796062742955865,https://us-40286.app.gong.io/call?id=1138796062742955865,Video,External,Discovery: FEC  & CIENCE,Zoom,,2024-12-02 14:14:35+00:00,682,eng,Conference,false,2024-12-02 14:00:00+00:00,,https://us02web.zoom.us/j/82261708269,744453200303192064,7167065801904145986,,,dWAC1WyeykcAtwVT3UuHoC@Schedule,4c8d2f37-8dd9-4a44-a0b3-848b6be5caea,2025-03-31 06:22:36+00:00,31,"{""changes"":[],""sync_id"":10}"
1139031430117442259,https://us-40286.app.gong.io/call?id=1139031430117442259,Video,External,Quick Chat  between Carly Jaspan  and sameer,Zoom,,2024-12-19 14:01:02+00:00,130,eng,Conference,false,2024-12-19 14:00:00+00:00,,https://us02web.zoom.us/j/89315960941,744453200303192064,7167065801904145986,,,5Z7hvbMYTZoriXfMgJVsMF@Schedule,d2e37785-e4e3-43d4-928c-a1aad287755e,2025-03-31 06:22:36+00:00,31,"{""changes"":[],""sync_id"":10}"
1140573782813554764,https://us-40286.app.gong.io/call?id=1140573782813554764,Video,External,Discovery: NextQuue / pay Tomorrow  & CIENCE,Zoom,,2025-03-13 14:02:45+00:00,1611,eng,Conference,false,2025-03-13 14:00:00+00:00,,https://us02web.zoom.us/j/83957371312,744453200303192064,6878489804409404210,,,mu1KKHXXgrYeUnJ9CfvsgU@Schedule,47c1a256-3c4f-4071-a934-99f6d67ed70c,2025-03-31 06:22:37+00:00,31,"{""changes"":[],""sync_id"":10}"
1142242921941669532,https://us-40286.app.gong.io/call?id=1142242921941669532,Video,External,Discovery: Zing.Work & CIENCE,Zoom,,2024-12-19 19:31:58+00:00,1549,eng,Conference,false,2024-12-19 19:30:00+00:00,,https://us02web.zoom.us/j/87668201334,744453200303192064,5983995612867490791,,,tyiYyvxvUGDYXCPAGfdovV@Schedule,352caa35-32fb-4a89-9e2d-68a629d3585f,2025-03-31 06:22:36+00:00,31,"{""changes"":[],""sync_id"":10}"
1147662760502289636,https://us-40286.app.gong.io/call?id=1147662760502289636,Video,External,Discovery: oplytic & CIENCE,Zoom,,2024-09-04 14:04:53+00:00,1988,eng,Conference,false,2024-09-04 14:00:00+00:00,,https://us02web.zoom.us/j/89618281241,744453200303192064,2521453487679515734,,,rzNCC6ynmhbdM41EHWMEtd@Go Schedule,ff7e622b-ac80-466b-a5f0-be0b7187b9e8,2025-03-31 06:22:34+00:00,31,"{""changes"":[],""sync_id"":10}"
1152882614787234523,https://us-40286.app.gong.io/call?id=1152882614787234523,Video,External,Discovery: Silverthread & CIENCE,Zoom,,2025-02-24 19:30:40+00:00,2008,eng,Conference,false,2025-02-24 19:30:00+00:00,,https://us02web.zoom.us/j/83413226747,744453200303192064,5983995612867490791,,,tuMyxUXUDzEjasSYEG44nU@Schedule,7cac0877-e608-43c0-b257-35fbf4fc156a,2025-03-31 06:22:37+00:00,31,"{""changes"":[],""sync_id"":10}"
115357035957093981,https://us-40286.app.gong.io/call?id=115357035957093981,Video,External,CIENCE<>M&M Environment,Zoom,,2025-03-11 14:35:26+00:00,1333,eng,Conference,false,2025-03-11 14:30:00+00:00,,https://us02web.zoom.us/j/88634545745?pwd=H84IQXOUZW6zlpvOM8XWCbpxeVq1FA.1,744453200303192064,3698924585229465221,,,793eu9uvh5i1lerbt7gkhb14cu_R20250318T143000@google.com_2025-03-18T14:30:00Z,df4497b9-ee92-4635-9811-344eea705642,2025-03-31 06:22:37+00:00,31,"{""changes"":[],""sync_id"":10}"
1154381243653107382,https://us-40286.app.gong.io/call?id=1154381243653107382,Video,External,Equifax <> CIENCE  SDR Training,Zoom,,2025-03-05 18:58:18+00:00,3060,eng,Conference,false,2025-03-05 19:00:00+00:00,,https://us02web.zoom.us/j/85151556344?pwd=XbABHCKOCaVDbi72Cpw1250Kdhrxnx.1,744453200303192064,9165777417031502750,,,3sa7kkhs4mmvpn8h1t893t49kh@google.com,33748cd0-cd55-4d43-94f2-f306d8e961ab,2025-03-31 06:22:37+00:00,31,"{""changes"":[],""sync_id"":10}"
1157809421596781788,https://us-40286.app.gong.io/call?id=1157809421596781788,Video,External,CIENCE <> CBTW Knowledge Share,Zoom,,2024-10-15 15:59:50+00:00,592,eng,Conference,false,2024-10-15 16:00:00+00:00,,https://us02web.zoom.us/j/86512928789?pwd=Fa7hYUVuzoLeTQPbanC7u3OMNIG8ov.1,744453200303192064,3698924585229465221,,,67rcm3iluetb9e09tkvi22j3kj@google.com_2024-10-15T16:00:00Z,5d280185-5140-42b0-8a42-a8379ffac78f,2025-03-31 06:22:35+00:00,31,"{""changes"":[],""sync_id"":10}"
1158156201990858742,https://us-40286.app.gong.io/call?id=1158156201990858742,Video,External,"Discovery: DecisionWise, LLC & CIENCE",Zoom,,2024-11-15 18:09:01+00:00,950,eng,Conference,false,2024-11-15 18:00:00+00:00,,https://us02web.zoom.us/j/85223806861?pwd=YbCDU2Cf971GZXV7yfj9ByF87ZBFO0.1,744453200303192064,6598059789616381331,,,2QGBSMjEa4JVzfGyLswPoh@Schedule,29726db7-a4a0-41de-bd8a-804dfba2d5d3,2025-03-31 06:22:36+00:00,31,"{""changes"":[],""sync_id"":10}"
1161212352565502938,https://us-40286.app.gong.io/call?id=1161212352565502938,Video,External,Discovery: Valorant & CIENCE,Zoom,,2025-01-24 21:01:11+00:00,1883,eng,Conference,false,2025-01-24 21:00:00+00:00,,https://us02web.zoom.us/j/86325192093,744453200303192064,7032369766157375387,,,3fXYKhxWG2eMR75hCVywT2@Schedule,d4398b19-0543-4700-8616-8d3a9a48abbb,2025-03-31 06:22:36+00:00,31,"{""changes"":[],""sync_id"":10}"
1168599386438741156,https://us-40286.app.gong.io/call?id=1168599386438741156,Video,External,CIENCE<> Northland Messaging Workshop,Zoom,,2025-01-31 18:15:37+00:00,1388,eng,Conference,false,2025-01-31 18:15:00+00:00,,https://us02web.zoom.us/j/86352704699?pwd=cBvbZpr1sWon4vzVimORioRnapAEJI.1,744453200303192064,3698924585229465221,,,0cut8a6424m3u4kdi9lsbogmeo@google.com,be021b17-c52f-40ce-85ef-daaad7b5bef1,2025-03-31 06:22:37+00:00,31,"{""changes"":[],""sync_id"":10}"
1170531980975396419,https://us-40286.app.gong.io/call?id=1170531980975396419,Video,External,Discovery: Logicea & CIENCE,Zoom,,2024-09-25 12:42:20+00:00,1162,eng,Conference,false,2024-09-25 12:30:00+00:00,,https://us02web.zoom.us/j/8993399053?pwd=TDVORlJUMmt3V3Awb1ZhNjFpWDhjdz09,744453200303192064,5407537024934424919,,,pQa3QkrvhgioXW28EW28cG@Schedule,42d6b529-b864-490b-8d6f-0573a32dea9d,2025-03-31 06:22:35+00:00,31,"{""changes"":[],""sync_id"":10}"
1178722556015509723,https://us-40286.app.gong.io/call?id=1178722556015509723,Video,External,Discovery: StandardC & CIENCE,Zoom,,2024-09-24 18:30:32+00:00,1274,eng,Conference,false,2024-09-24 18:30:00+00:00,,https://us02web.zoom.us/j/7136694752,744453200303192064,5600478902487932497,,,wR1AYU9h3R1hbyeyjHhyvQ@Schedule,fe6bb258-b9b9-4140-93e5-baf7a14e17f7,2025-03-31 06:22:35+00:00,31,"{""changes"":[],""sync_id"":10}"
1191441447973850358,https://us-40286.app.gong.io/call?id=1191441447973850358,Video,External,CBTW <> CIENCE Messaging Workshop,Zoom,,2024-09-16 18:59:39+00:00,3774,eng,Conference,false,2024-09-16 19:00:00+00:00,,https://us02web.zoom.us/j/88285030931?pwd=jSOD8eeL9k55quUn0faVNMMSIcBU9a.1,744453200303192064,3698924585229465221,,,1h9136528rgjq25g8cdkq1qsid@google.com,2a47cc72-a9f3-45aa-85eb-3e656802beee,2025-03-31 06:22:35+00:00,31,"{""changes"":[],""sync_id"":10}"
1196485188497730509,https://us-40286.app.gong.io/call?id=1196485188497730509,Video,External,CIENCE <> Clever Craft Graph8 Demo,Zoom,,2025-02-12 19:00:33+00:00,2426,eng,Conference,false,2025-02-12 19:00:00+00:00,,https://us02web.zoom.us/j/83781994581?pwd=mwCdIw6FhSJgxIe2Ef6bUy2ZlWUtph.1,744453200303192064,9165777417031502750,,,2vk7j2omb7beej202da68cmcph@google.com,89b098b0-8f49-486a-ac17-63774016f4f9,2025-03-31 06:22:37+00:00,31,"{""changes"":[],""sync_id"":10}"
1199898010885767649,https://us-40286.app.gong.io/call?id=1199898010885767649,Video,External,Rohit @ BrowserStack and James @ Cience,Zoom,,2025-03-06 15:11:13+00:00,2516,eng,Conference,false,2025-03-06 15:00:00+00:00,,https://us02web.zoom.us/j/89144527935?pwd=MdziSQod3x3cRUih1eMred8V1MHjiz.1,744453200303192064,6878489804409404210,,,3egg0o0slh0sjfqvblpami83nq@google.com,35f4ef1f-0c67-4a58-8177-08d472ba6163,2025-03-31 06:22:37+00:00,31,"{""changes"":[],""sync_id"":10}"
1206084690201041910,https://us-40286.app.gong.io/call?id=1206084690201041910,Video,External,Discovery: HiK Trainings & CIENCE,Zoom,,2025-01-30 18:02:14+00:00,1064,eng,Conference,false,2025-01-30 18:00:00+00:00,,https://us02web.zoom.us/j/83608069259,744453200303192064,7032369766157375387,,,11Tq3dLDjnwhMC5TGUkGXn@Schedule,bea9011b-42d9-4fab-aa82-0d450564a752,2025-03-31 06:22:37+00:00,31,"{""changes"":[],""sync_id"":10}"
1210161681055070637,https://us-40286.app.gong.io/call?id=1210161681055070637,Video,External,Integrass - CIENCE | Weekly Sync,Zoom,,2025-01-27 15:31:05+00:00,876,eng,Conference,false,2025-01-27 15:30:00+00:00,,https://us04web.zoom.us/j/74855393522?pwd=hPQjV6YCxNSwarA7Eqt12bj46dEr6k.1,744453200303192064,2521453487679515734,,,0kuj2r2hdi3enul17og2s9djd8@google.com_2025-01-27T15:30:00Z,93956fca-fe65-46e3-af6c-deb6235d95cb,2025-03-31 06:22:36+00:00,31,"{""changes"":[],""sync_id"":10}"
1226241920147925117,https://us-40286.app.gong.io/call?id=1226241920147925117,Video,External,Discovery: GovValue LLC & CIENCE,Zoom,,2024-12-17 20:32:01+00:00,1672,eng,Conference,false,2024-12-17 20:30:00+00:00,,https://us02web.zoom.us/j/82041027978,744453200303192064,2521453487679515734,,,rFUqDfVw4a1CN5dKW7tEAV@Schedule,3ac1f8d8-8fa2-43db-8e4e-45b943cbdeab,2025-03-31 06:22:36+00:00,31,"{""changes"":[],""sync_id"":10}"
1229005674563079205,https://us-40286.app.gong.io/call?id=1229005674563079205,Video,External,Hatcher CFO Solutions | CIENCE - bi-weekly,Zoom,,2024-10-22 16:31:14+00:00,557,eng,Conference,false,2024-10-22 16:30:00+00:00,,https://us02web.zoom.us/j/85831963327,744453200303192064,4690363368103944147,,,i8cig2jpv72u85kj2bhi3a6osl@google.com_2024-10-22T16:30:00Z,b047a019-ec35-4db3-8c8d-c9b7c26d9d0c,2025-03-31 06:22:35+00:00,31,"{""changes"":[],""sync_id"":10}"
1234620748662855767,https://us-40286.app.gong.io/call?id=1234620748662855767,Video,External,CIENCE<>4xDigital Role Plays,Zoom,,2025-03-21 18:02:23+00:00,1560,eng,Conference,false,2025-03-21 18:00:00+00:00,,https://us02web.zoom.us/j/82691393681?pwd=bBt0aB6Ait4M34y8pCqmcRYvVF7wGX.1,744453200303192064,3246643825813558366,,,5o4n89tutmg80vdg93tk5eleoh@google.com,69bf2805-fc0a-4c4c-9755-a2e3901ea0d6,2025-03-31 06:22:37+00:00,31,"{""changes"":[],""sync_id"":10}"
1245608296868717761,https://us-40286.app.gong.io/call?id=1245608296868717761,Video,External,Discovery: NestWorth & CIENCE,Zoom,,2024-11-08 14:32:23+00:00,1934,eng,Conference,false,2024-11-08 14:30:00+00:00,,https://us02web.zoom.us/j/82963508122,744453200303192064,2521453487679515734,,,w3rvfkpxRCRFxpWNDSmj5V@Schedule,ffaae109-75a3-47d2-b95c-0c117ce65279,2025-03-31 06:22:35+00:00,31,"{""changes"":[],""sync_id"":10}"
1261925734493144428,https://us-40286.app.gong.io/call?id=1261925734493144428,Video,External,Discovery: Vention & CIENCE,Zoom,,2025-02-11 14:02:12+00:00,1669,eng,Conference,false,2025-02-11 14:00:00+00:00,,https://us02web.zoom.us/j/86219944312,744453200303192064,5983995612867490791,,,ofEwPANKNhMz8ABJK2S15d@Schedule,7463fb4a-bc90-46fb-9c51-cd0b487d2b3a,2025-03-31 06:22:37+00:00,31,"{""changes"":[],""sync_id"":10}"
1264016685689145025,https://us-40286.app.gong.io/call?id=1264016685689145025,Video,External,CIENCE <> RSM Biweekly Sync,Zoom,,2024-10-30 13:02:20+00:00,1323,eng,Conference,false,2024-10-30 13:00:00+00:00,,https://us02web.zoom.us/j/84397259620?pwd=EFId59lOu3IsDNzHIFpWVbpP2ay20a.1,744453200303192064,3698924585229465221,,,1b8sg4mu188l33bqh6ub3kfr3i_R20241030T130000@google.com_2024-10-30T13:00:00Z,35e16eba-84b9-4d4f-a8c7-4c8fce0eab12,2025-03-31 06:22:35+00:00,31,"{""changes"":[],""sync_id"":10}"
1275368461261284411,https://us-40286.app.gong.io/call?id=1275368461261284411,Video,External,Discovery: SNS & CIENCE,Zoom,,2025-02-26 17:01:58+00:00,2077,eng,Conference,false,2025-02-26 17:00:00+00:00,,https://us02web.zoom.us/j/89708451652,744453200303192064,7032369766157375387,,,ppPLLpHuiJNGD8wDWZJGxV@Schedule,668f53c1-a8e1-4d08-975b-291ac460c99f,2025-03-31 06:22:37+00:00,31,"{""changes"":[],""sync_id"":10}"
